ds,yhat
2022-01-01,3.824252877382872
2022-02-01,4.763777396535046
2022-03-01,8.333666540506563
2022-04-01,13.062359782322766
2022-05-01,17.85299115726438
2022-06-01,21.87359864713855
2022-07-01,23.78378515732325
2022-08-01,22.870989225629355
2022-09-01,19.579070549175718
2022-10-01,15.026043423848991
